"diff.num","curvature","variability","xMid","sigma","alphahat","betahat","thetahat","x","y"
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,0,10.0130958448321
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,0.408163265306122,10.1028688470443
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,0.816326530612245,10.2014821928753
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,1.22448979591837,10.3098064299662
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,1.63265306122449,10.4287978326249
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,2.04081632653061,10.5595068437101
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,2.44897959183673,10.7030873478231
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,2.85714285714286,10.8608068576734
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,3.26530612244898,11.0340577035389
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,3.6734693877551,11.2243693246038
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,4.08163265306122,11.4334217706762
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,4.48979591836735,11.6630605334818
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,4.89795918367347,11.915312838459
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,5.30612244897959,12.1924055408796
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,5.71428571428571,12.4967847842791
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,6.12244897959184,12.8311375947398
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,6.53061224489796,13.1984156016575
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,6.93877551020408,13.6018610943982
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,7.3469387755102,14.0450356448666
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,7.75510204081633,14.5318515486674
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,8.16326530612245,15.0666063624149
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,8.57142857142857,15.6540208420848
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,8.97959183673469,16.2992806173222
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,9.38775510204082,17.008081969603
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,9.79591836734694,17.7866821183731
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,10.2040816326531,18.6419544590847
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,10.6122448979592,19.5814492407668
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,11.0204081632653,20.6134602187827
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,11.4285714285714,21.7470978711798
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,11.8367346938776,22.9923698249754
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,12.2448979591837,24.3602692023744
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,12.6530612244898,25.8628716668281
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,13.0612244897959,27.5134420256477
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,13.469387755102,29.3265513302462
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,13.8775510204082,31.3182055077589
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,14.2857142857143,33.5059866595866
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,14.6938775510204,35.9092082742295
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,15.1020408163265,38.5490857246143
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,15.5102040816327,41.448923555045
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,15.9183673469388,44.6343212111259
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,16.3265306122449,48.1333990288187
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,16.734693877551,51.9770464776377
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,17.1428571428571,56.199194849449
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,17.5510204081633,60.8371168001385
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,17.9591836734694,65.9317553884691
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,18.3673469387755,71.5280855168465
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,18.7755102040816,77.6755109647522
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,19.1836734693878,84.4283005198094
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,19.5918367346939,91.8460670565997
1,"E","Lv",14.5,0,0.911637858628975,0.230109681833433,9.10145798620311,20,99.9942937924853
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,0,10.0075368274851
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,0.408163265306122,10.3885483157044
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,0.816326530612245,10.7907063369199
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,1.22448979591837,11.2151845456579
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,1.63265306122449,11.6632217354892
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,2.04081632653061,12.136125454313
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,2.44897959183673,12.635275820294
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,2.85714285714286,13.1621295495872
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,3.26530612244898,13.718224207606
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,3.6734693877551,14.30518269624
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,4.08163265306122,14.9247179901175
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,4.48979591836735,15.5786381357367
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,4.89795918367347,16.2688515280526
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,5.30612244897959,16.9973724799206
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,5.71428571428571,17.7663271006502
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,6.12244897959184,18.5779595008237
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,6.53061224489796,19.4346383414898
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,6.93877551020408,20.3388637468433
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,7.3469387755102,21.2932746005666
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,7.75510204081633,22.3006562471248
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,8.16326530612245,23.3639486204914
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,8.57142857142857,24.4862548240264
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,8.97959183673469,25.6708501865467
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,9.38775510204082,26.9211918210173
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,9.79591836734694,28.2409287137606
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,10.2040816326531,29.6339123736266
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,10.6122448979592,31.1042080722036
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,11.0204081632653,32.6561067078717
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,11.4285714285714,34.2941373283238
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,11.8367346938776,36.0230803481004
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,12.2448979591837,37.8479814997095
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,12.6530612244898,39.7741665590497
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,13.0612244897959,41.8072568881088
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,13.469387755102,43.9531858402988
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,13.8775510204082,46.2182160763032
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,14.2857142857143,48.6089578409728
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,14.6938775510204,51.1323882546074
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,15.1020408163265,53.7958716749241
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,15.5102040816327,56.6071811891357
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,15.9183673469388,59.5745212988619
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,16.3265306122449,62.7065518640768
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,16.734693877551,66.0124133759699
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,17.1428571428571,69.5017536324772
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,17.5510204081633,73.1847558943325
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,17.9591836734694,77.0721686038082
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,18.3673469387755,81.1753367528768
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,18.7755102040816,85.5062349923391
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,19.1836734693878,90.0775025785421
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,19.5918367346939,94.9024802596764
2,"M","Lv",13,0,6.86494349599586,0.132338150180844,3.14259333148924,20,99.9952492093021
3,"H","Lv",11.5,0,37.2647888070229,0.0614072363178347,-27.2594337521956,0,10.0053550548272
3,"H","Lv",11.5,0,37.2647888070229,0.0614072363178347,-27.2594337521956,0.408163265306122,10.9511698796219
3,"H","Lv",11.5,0,37.2647888070229,0.0614072363178347,-27.2594337521956,0.816326530612245,11.9209903599278
3,"H","Lv",11.5,0,37.2647888070229,0.0614072363178347,-27.2594337521956,1.22448979591837,12.9154257814968
3,"H","Lv",11.5,0,37.2647888070229,0.0614072363178347,-27.2594337521956,1.63265306122449,13.9351008943167
3,"H","Lv",11.5,0,37.2647888070229,0.0614072363178347,-27.2594337521956,2.04081632653061,14.9806563051083
3,"H","Lv",11.5,0,37.2647888070229,0.0614072363178347,-27.2594337521956,2.44897959183673,16.0527488797838
3,"H","Lv",11.5,0,37.2647888070229,0.0614072363178347,-27.2594337521956,2.85714285714286,17.1520521561201
3,"H","Lv",11.5,0,37.2647888070229,0.0614072363178347,-27.2594337521956,3.26530612244898,18.2792567669062
3,"H","Lv",11.5,0,37.2647888070229,0.0614072363178347,-27.2594337521956,3.6734693877551,19.4350708738303
3,"H","Lv",11.5,0,37.2647888070229,0.0614072363178347,-27.2594337521956,4.08163265306122,20.6202206123797
